#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	eggNOG OGs	narr_og_name	narr_og_cat	narr_og_desc	best_og_name	best_og_cat	best_og_desc	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
DBPAGJON_01153	457421.CBFG_00305	3.7e-179	634.8	COG0791@1|root,COG3103@1|root,COG0791@2|Bacteria,COG3103@2|Bacteria,COG4991@2|Bacteria,1V9ZW@1239|Firmicutes,249UE@186801|Clostridia	249UE@186801|Clostridia	M	PFAM NLP P60 protein	249UE@186801|Clostridia	M	PFAM NLP P60 protein	-	-	3.5.1.28	ko:K01447	-	-	R04112	RC00064,RC00141	ko00000,ko01000	-	-	-	Amidase_5,CHAP,NLPC_P60,SH3_2,SH3_3,SH3_4,SH3_8
DBPAGJON_01154	610130.Closa_2028	6.7e-92	343.6	COG1102@1|root,COG1102@2|Bacteria,1TRCW@1239|Firmicutes,249Z9@186801|Clostridia,21YSD@1506553|Lachnoclostridium	21YSD@1506553|Lachnoclostridium	F	COG NOG14451 non supervised orthologous group	249Z9@186801|Clostridia	F	Psort location Cytoplasmic, score	-	-	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_18,Cytidylate_kin2
DBPAGJON_01155	1163671.JAGI01000002_gene1691	1.3e-136	492.7	COG0564@1|root,COG0564@2|Bacteria,1TPCM@1239|Firmicutes,247Y2@186801|Clostridia,36EAK@31979|Clostridiaceae	36EAK@31979|Clostridiaceae	J	Responsible for synthesis of pseudouridine from uracil	247Y2@186801|Clostridia	J	Responsible for synthesis of pseudouridine from uracil	rluD	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4,S4_2
DBPAGJON_01156	457421.CBFG_05585	3.6e-43	181.4	COG0597@1|root,COG0597@2|Bacteria,1VA9R@1239|Firmicutes,24QPP@186801|Clostridia,269P5@186813|unclassified Clostridiales	269P5@186813|unclassified Clostridiales	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	24QPP@186801|Clostridia	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016020,GO:0016021,GO:0016787,GO:0019538,GO:0031224,GO:0043170,GO:0044238,GO:0044425,GO:0044464,GO:0070001,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
DBPAGJON_01157	742733.HMPREF9469_03673	1.7e-127	462.6	COG0337@1|root,COG0337@2|Bacteria,1TPKZ@1239|Firmicutes,248H4@186801|Clostridia,21Y8K@1506553|Lachnoclostridium	21Y8K@1506553|Lachnoclostridium	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	248H4@186801|Clostridia	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	aroB	GO:0000166,GO:0003674,GO:0003824,GO:0003856,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046417,GO:0046872,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.1.71,4.2.3.4	ko:K01735,ko:K13829	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412,R03083	RC00002,RC00078,RC00847	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_17,AAA_18,AAA_33,DHQ_synthase,Fe-ADH,Fe-ADH_2,SKI
DBPAGJON_01158	742740.HMPREF9474_03987	5.7e-54	217.2	COG1799@1|root,COG1799@2|Bacteria,1VER3@1239|Firmicutes,24I9Y@186801|Clostridia,21Z5T@1506553|Lachnoclostridium	21Z5T@1506553|Lachnoclostridium	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	24I9Y@186801|Clostridia	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	GO:0000910,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007049,GO:0008150,GO:0009987,GO:0016043,GO:0022402,GO:0022607,GO:0032506,GO:0044085,GO:0044424,GO:0044464,GO:0051301,GO:0071840,GO:0090529	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	DUF552,SepF
DBPAGJON_01159	411902.CLOBOL_03723	7.2e-84	317.0	COG0325@1|root,COG0325@2|Bacteria,1TRDN@1239|Firmicutes,248R6@186801|Clostridia,21Y81@1506553|Lachnoclostridium	21Y81@1506553|Lachnoclostridium	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	248R6@186801|Clostridia	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	ylmE	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N,Orn_Arg_deC_N
DBPAGJON_01160	1298920.KI911353_gene2284	1.8e-166	592.4	COG0845@1|root,COG0845@2|Bacteria,1TRN9@1239|Firmicutes,248G2@186801|Clostridia,21XYH@1506553|Lachnoclostridium	21XYH@1506553|Lachnoclostridium	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	248G2@186801|Clostridia	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_2,HlyD_3
DBPAGJON_01161	610130.Closa_2035	4.3e-55	220.7	COG0593@1|root,COG0593@2|Bacteria,1VAFE@1239|Firmicutes,25E3U@186801|Clostridia,220B8@1506553|Lachnoclostridium	220B8@1506553|Lachnoclostridium	L	Psort location Cytoplasmic, score	25E3U@186801|Clostridia	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AAA,Arch_ATPase
DBPAGJON_01162	1304866.K413DRAFT_3671	1.8e-93	349.4	COG1686@1|root,COG1686@2|Bacteria,1TU06@1239|Firmicutes,25B23@186801|Clostridia,36WA2@31979|Clostridiaceae	36WA2@31979|Clostridiaceae	M	Belongs to the peptidase S11 family	25B23@186801|Clostridia	M	Belongs to the peptidase S11 family	-	-	3.4.16.4	ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Beta-lactamase,Beta-lactamase2,Peptidase_S11,Peptidase_S13,Transpeptidase
DBPAGJON_01163	411474.COPEUT_00231	8.3e-61	239.6	COG1803@1|root,COG1803@2|Bacteria,1V3KQ@1239|Firmicutes,24FUQ@186801|Clostridia	24FUQ@186801|Clostridia	G	methylglyoxal synthase	24FUQ@186801|Clostridia	G	methylglyoxal synthase	mgsA	GO:0003674,GO:0003824,GO:0006081,GO:0008150,GO:0008152,GO:0008929,GO:0009058,GO:0009438,GO:0009987,GO:0016829,GO:0016835,GO:0016838,GO:0019242,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046184,GO:0071704,GO:1901576	4.2.3.3	ko:K01734	ko00640,ko01120,map00640,map01120	-	R01016	RC00424	ko00000,ko00001,ko01000	-	-	-	MGS
DBPAGJON_01164	457421.CBFG_05593	3.7e-122	444.9	COG0772@1|root,COG0772@2|Bacteria,1TPGH@1239|Firmicutes,247WS@186801|Clostridia	247WS@186801|Clostridia	D	Belongs to the SEDS family	247WS@186801|Clostridia	D	Belongs to the SEDS family	rodA	-	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
DBPAGJON_01165	1304866.K413DRAFT_3674	1.1e-09	69.3	COG0851@1|root,COG0851@2|Bacteria,1VFST@1239|Firmicutes,24QT6@186801|Clostridia	24QT6@186801|Clostridia	D	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell	24QT6@186801|Clostridia	D	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell	minE	GO:0007049,GO:0007346,GO:0008150,GO:0009987,GO:0010564,GO:0032465,GO:0032954,GO:0032955,GO:0044087,GO:0050789,GO:0050794,GO:0051128,GO:0051301,GO:0051302,GO:0051726,GO:0065007,GO:1901891,GO:1902412,GO:1903436	-	ko:K03608	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	MinE
DBPAGJON_01166	1298920.KI911353_gene2290	9.4e-112	409.8	COG2894@1|root,COG2894@2|Bacteria,1TP6P@1239|Firmicutes,249BB@186801|Clostridia,21YI0@1506553|Lachnoclostridium	21YI0@1506553|Lachnoclostridium	D	Belongs to the ParA family	249BB@186801|Clostridia	D	Belongs to the ParA family	minD	-	-	ko:K03609	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_24,AAA_31,ArsA_ATPase,CBP_BcsQ,CbiA,Fer4_NifH,MipZ,ParA,VirC1
DBPAGJON_01167	742735.HMPREF9467_03450	4.4e-62	244.6	COG0850@1|root,COG0850@2|Bacteria,1VAPC@1239|Firmicutes,24MV1@186801|Clostridia,21XXJ@1506553|Lachnoclostridium	21XXJ@1506553|Lachnoclostridium	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	24MV1@186801|Clostridia	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC	GO:0000902,GO:0007049,GO:0008150,GO:0009653,GO:0009987,GO:0010564,GO:0016043,GO:0032465,GO:0032502,GO:0032954,GO:0032989,GO:0044087,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051301,GO:0051302,GO:0051726,GO:0065007,GO:0071840,GO:1901891	-	ko:K03610	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	DUF342,FapA,MinC_C,MinC_N
DBPAGJON_01168	742733.HMPREF9469_03684	0.0	1201.8	COG0768@1|root,COG0768@2|Bacteria,1TQHY@1239|Firmicutes,2480Z@186801|Clostridia,21Z2E@1506553|Lachnoclostridium	21Z2E@1506553|Lachnoclostridium	M	penicillin-binding protein	2480Z@186801|Clostridia	M	penicillin-binding protein	mrdA	-	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PBP_dimer,Transpeptidase
DBPAGJON_01169	610130.Closa_2043	2.1e-56	225.3	COG2891@1|root,COG2891@2|Bacteria,1V8K5@1239|Firmicutes,25DKP@186801|Clostridia,21ZT3@1506553|Lachnoclostridium	21ZT3@1506553|Lachnoclostridium	M	rod shape-determining protein MreD	25DKP@186801|Clostridia	M	rod shape-determining protein MreD	mreD	-	-	ko:K03571	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	MreD
DBPAGJON_01170	1163671.JAGI01000002_gene1706	7.5e-94	350.5	COG1792@1|root,COG1792@2|Bacteria,1TR1V@1239|Firmicutes,249M3@186801|Clostridia,36EKP@31979|Clostridiaceae	36EKP@31979|Clostridiaceae	M	Involved in formation and maintenance of cell shape	249M3@186801|Clostridia	M	Involved in formation and maintenance of cell shape	mreC	-	-	ko:K03570	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	DivIC,MreC
DBPAGJON_01171	1304866.K413DRAFT_3680	1.2e-78	299.7	COG2003@1|root,COG2003@2|Bacteria,1TQ3K@1239|Firmicutes,2498Z@186801|Clostridia,36DKZ@31979|Clostridiaceae	36DKZ@31979|Clostridiaceae	E	Belongs to the UPF0758 family	2498Z@186801|Clostridia	E	Belongs to the UPF0758 family	radC	-	-	ko:K03630	-	-	-	-	ko00000	-	-	-	HHH,Prok-JAB,RadC
DBPAGJON_01172	1163671.JAGI01000002_gene1709	4.9e-211	740.3	COG4100@1|root,COG4100@2|Bacteria,1TQ88@1239|Firmicutes,247Y4@186801|Clostridia,36E3Z@31979|Clostridiaceae	36E3Z@31979|Clostridiaceae	P	resistance protein	247Y4@186801|Clostridia	P	aluminum resistance protein	ynbB	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2,Aminotran_5,Beta_elim_lyase,Cys_Met_Meta_PP,Met_gamma_lyase
DBPAGJON_01173	1304866.K413DRAFT_3683	6.9e-120	437.2	COG0324@1|root,COG0324@2|Bacteria,1TPSC@1239|Firmicutes,248HB@186801|Clostridia,36DRA@31979|Clostridiaceae	36DRA@31979|Clostridiaceae	J	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	248HB@186801|Clostridia	J	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016765,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0052381,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	AAA,AAA_17,Cytidylate_kin,IPPT,IPT
DBPAGJON_01174	1163671.JAGI01000002_gene1711	1.1e-247	862.8	COG0323@1|root,COG0323@2|Bacteria,1TPGK@1239|Firmicutes,24902@186801|Clostridia,36EVN@31979|Clostridiaceae	36EVN@31979|Clostridiaceae	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	24902@186801|Clostridia	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	mutL	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0030983,GO:0032300,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990391	-	ko:K03572	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c,HATPase_c_3,MutL_C
DBPAGJON_01175	1304866.K413DRAFT_3685	0.0	1429.8	COG0249@1|root,COG0249@2|Bacteria,1TPRJ@1239|Firmicutes,248GI@186801|Clostridia,36DR6@31979|Clostridiaceae	36DR6@31979|Clostridiaceae	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	248GI@186801|Clostridia	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005524,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0017076,GO:0030554,GO:0030983,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	AAA_27,MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
DBPAGJON_01176	1298920.KI911353_gene2301	2.3e-199	701.8	COG0621@1|root,COG0621@2|Bacteria,1TNYN@1239|Firmicutes,2482Y@186801|Clostridia,21XIC@1506553|Lachnoclostridium	21XIC@1506553|Lachnoclostridium	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	2482Y@186801|Clostridia	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0034470,GO:0034641,GO:0034660,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:0090304,GO:1901360	2.8.4.3	ko:K06168	-	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,TRAM,UPF0004
DBPAGJON_01177	411469.EUBHAL_03191	2.7e-67	261.9	COG0406@1|root,COG0406@2|Bacteria,1V6ES@1239|Firmicutes,24J27@186801|Clostridia,25ZN5@186806|Eubacteriaceae	25ZN5@186806|Eubacteriaceae	G	Phosphoglycerate mutase family	24J27@186801|Clostridia	G	Phosphoglycerate mutase family	-	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
DBPAGJON_01178	610130.Closa_2059	5.9e-177	627.1	COG0014@1|root,COG0014@2|Bacteria,1TQ9V@1239|Firmicutes,248NX@186801|Clostridia,21YI6@1506553|Lachnoclostridium	21YI6@1506553|Lachnoclostridium	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	248NX@186801|Clostridia	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	proA	GO:0000166,GO:0003674,GO:0003824,GO:0004350,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0018130,GO:0019752,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0055129,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.41	ko:K00147	ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230	M00015	R03313	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh,DUF1487
DBPAGJON_01179	1163671.JAGI01000002_gene1718	1.2e-32	146.4	COG0212@1|root,COG0212@2|Bacteria,1VA91@1239|Firmicutes,24N7H@186801|Clostridia,36JPF@31979|Clostridiaceae	36JPF@31979|Clostridiaceae	H	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family	24N7H@186801|Clostridia	H	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family	fthC	-	6.3.3.2	ko:K01934	ko00670,ko01100,map00670,map01100	-	R02301	RC00183	ko00000,ko00001,ko01000	-	-	-	5-FTHF_cyc-lig,DUF896
DBPAGJON_01180	742740.HMPREF9474_04011	1.8e-23	114.8	COG4224@1|root,COG4224@2|Bacteria,1TUAX@1239|Firmicutes,24QS9@186801|Clostridia,22157@1506553|Lachnoclostridium	22157@1506553|Lachnoclostridium	S	UPF0291 protein	24QS9@186801|Clostridia	S	UPF0291 protein	ynzC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	DUF896
DBPAGJON_01181	610130.Closa_2062	1.1e-115	422.9	COG0263@1|root,COG0263@2|Bacteria,1TPG6@1239|Firmicutes,2486P@186801|Clostridia,21Z93@1506553|Lachnoclostridium	21Z93@1506553|Lachnoclostridium	F	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	2486P@186801|Clostridia	E	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	proB	GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004349,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0017144,GO:0018130,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0055129,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,PUA
DBPAGJON_01182	1163671.JAGI01000002_gene1721	1.5e-193	682.6	COG2509@1|root,COG2509@2|Bacteria,1TPBW@1239|Firmicutes,247TR@186801|Clostridia,36DE1@31979|Clostridiaceae	36DE1@31979|Clostridiaceae	S	Oxidoreductase	247TR@186801|Clostridia	H	'oxidoreductase	-	-	-	ko:K07137	-	-	-	-	ko00000	-	-	-	5-FTHF_cyc-lig,Amino_oxidase,DAO,FAD_binding_2,FAD_binding_3,GIDA,HI0933_like,NAD_binding_8,Pyr_redox,Pyr_redox_2,Thi4
DBPAGJON_01183	742733.HMPREF9469_03449	2.2e-131	475.7	COG2081@1|root,COG2081@2|Bacteria,1TR7U@1239|Firmicutes,2497W@186801|Clostridia,21YBZ@1506553|Lachnoclostridium	21YBZ@1506553|Lachnoclostridium	S	HI0933-like protein	2497W@186801|Clostridia	S	Flavoprotein family	-	-	-	ko:K07007	-	-	-	-	ko00000	-	-	-	AlaDh_PNT_C,Amino_oxidase,DAO,FAD_binding_2,FAD_binding_3,FAD_oxidored,GIDA,HI0933_like,NAD_binding_8,NAD_binding_9,Pyr_redox,Pyr_redox_2,Pyr_redox_3,Thi4,Trp_halogenase
DBPAGJON_01184	1163671.JAGI01000002_gene1723	2.1e-27	128.6	2DVED@1|root,33VHE@2|Bacteria,1VUFM@1239|Firmicutes,24H7R@186801|Clostridia,36RNN@31979|Clostridiaceae	36RNN@31979|Clostridiaceae	-	-	24H7R@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_01185	610130.Closa_2067	2.6e-126	458.8	COG1470@1|root,COG1470@2|Bacteria,1TRGE@1239|Firmicutes,24EHG@186801|Clostridia,21ZM0@1506553|Lachnoclostridium	21ZM0@1506553|Lachnoclostridium	S	Protein of unknown function (DUF3048) C-terminal domain	24EHG@186801|Clostridia	D	Protein of unknown function (DUF3048) C-terminal domain	yerB	-	-	-	-	-	-	-	-	-	-	-	DUF3048,DUF3048_C,TAT_signal
DBPAGJON_01186	742733.HMPREF9469_03445	8.3e-66	256.5	COG0319@1|root,COG0319@2|Bacteria,1V6BU@1239|Firmicutes,24MQZ@186801|Clostridia,21ZVQ@1506553|Lachnoclostridium	21ZVQ@1506553|Lachnoclostridium	S	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	24MQZ@186801|Clostridia	F	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0019538,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0070011,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140096,GO:1901360,GO:1901564	3.5.4.5	ko:K01489,ko:K07042	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01878,R02485,R08221	RC00074,RC00514	ko00000,ko00001,ko01000,ko03009	-	-	-	UPF0054,dCMP_cyt_deam_1,dCMP_cyt_deam_2
